갈보리선교회,대구광역시 북구 칠성동2가 409-299,35.87928265,128.6008734,2021-07-23
강북교회,대구광역시 북구 읍내동 1234-42,35.944633,128.553516,2021-07-23
강북중앙교회,대구광역시 북구 태암로 20(태전동1035-5),35.9282698,128.5501134,2021-07-23
검단교회,대구광역시 북구 검단동 1146,35.91472517,128.6267364,2021-07-23
검단제일교회,대구광역시 북구 검단동 1017-1,35.91101377,128.6263525,2021-07-23
경정심인당,대구광역시 북구 복현로 17,35.89395873,128.6233046,2021-07-23
고성천주교회,대구광역시 북구 고성동3가 8,35.883531,128.587395,2021-07-23
광재사,대구광역시 북구 산격1동 1180-130(산격1동),35.89721432,128.5999901,2021-07-23
구암교회,대구광역시 북구 구암동480-1,35.92893666,128.5617872,2021-07-23
구암천주교회,대구광역시 북구 구암동 480-3,35.92893666,128.5617872,2021-07-23
구화사,대구광역시 북구 구암동 520-2,35.92652724,128.5604847,2021-07-23
국우교회,대구광역시 북구 국우동 624,35.95332231,128.5814814,2021-07-23
국우성당,대구광역시 북구 구암로 362,35.94200323,128.5718331,2021-07-23
금강사,대구광역시 북구 산격동 832-9 (산격1동),35.89569077,128.5964449,2021-07-23
금강원,대구광역시 북구 침산1동 1643-28,35.89084892,128.5821419,2021-07-23
길상심인당,대구광역시 북구 칠곡중앙대로 518-18(읍내동),35.94209644,128.5519717,2021-07-23
낙산심인당,대구광역시 북구 대현동 338-2,35.87926437,128.608072,2021-07-23
노곡교회,대구광역시 북구 노곡동  316-0,35.9061539,128.5631657,2021-07-23
노원교회,대구광역시 북구 노원동3가 729-2,35.89080373,128.5652277,2021-07-23
노원천주교회,대구광역시 북구 노원동3가 884,35.89175213,128.5667076,2021-07-23
다애교회,대구광역시 북구 복현동 362-2,35.89342438,128.6237989,2021-07-23
대각사,대구광역시 북구 서변동 1102,35.92163791,128.5931718,2021-07-23
대구강북교회,대구광역시 북구 동천동 896-1,35.9439295,128.5628579,2021-07-23
대구북교회,대구광역시 북구 침산동 1034-2,35.89992775,128.5797604,2021-07-23
대구북문교회,대구광역시 북구 산격4동 1203-35,35.90109678,128.6075857,2021-07-23
대구중앙교회,대구광역시 북구 침산3동 448-7,35.88527934,128.5857228,2021-07-23
대구칠곡교회,대구광역시 북구 읍내동 851,35.94551047,128.5523945,2021-07-23
대도교회,대구광역시 북구 산격4동 1404-12,35.89015433,128.6023181,2021-07-23
대불사,대구광역시 북구 동북로 229-11,35.89713334,128.6177023,2021-07-23
대원사,대구광역시 북구 학정로 109길41(학정동),35.95444262,128.5639636,2021-07-23
대자비원,대구광역시 북구 산격동 1180-136(산격1동),35.89780343,128.599341,2021-07-23
대진법당국제도덕협회,대구광역시 북구 칠성동1가 225-4,35.87677146,128.6019729,2021-07-23
대학로교회,대구광역시 북구 산격3동1341-1(5층),35.89297567,128.6094066,2021-07-23
대현천주교회,대구광역시 북구 대현2동 403-2,35.88279954,128.6076782,2021-07-23
덕암사,대구광역시 북구 국우동 1116-7,35.94674538,128.5753367,2021-07-23
동덕교회,대구광역시 북구 복현1동 439-2,35.89329439,128.6175727,2021-07-23
동성교회,대구광역시 북구 검단동 887-67,35.9073694,128.6200088,2021-07-23
동천교회,대구광역시 북구 구암동  560-1,35.92485378,128.557913,2021-07-23
동천천주교회,대구광역시 북구 동천동 956-2,35.94198151,128.5573243,2021-07-23
동행교회,대구광역시 북구 동천동 903-2,35.9435593,128.5591532,2021-07-23
령수교회,대구광역시 북구 팔달동 25-2,35.8979444,128.5413289,2021-07-23
만군교회,대구광역시 북구 복현2동 265-1,35.89840031,128.6236719,2021-07-23
만남의 교회,대구광역시 북구 동천동 891 동화상가,35.94510809,128.5613921,2021-07-23
만민교회,대구광역시 북구 고성동1가  104-9,35.87896891,128.5859642,2021-07-23
매천교회,대구광역시 북구 매천동 477-2,35.90535012,128.5400279,2021-07-23
매천천주교회,대구광역시 북구 매천동 192,35.9095541,128.5411755,2021-07-23
명성교회,대구광역시 북구 산격동  1421-28,35.89166148,128.6055086,2021-07-23
목양교회,대구광역시 북구 복현동  418-6,35.8955634,128.6162722,2021-07-23
무량사,대구광역시 북구 노원동3가 876-3,35.89064423,128.5665557,2021-07-23
미륵사,대구광역시 북구 구암동 369,35.93161341,128.573232,2021-07-23
반야사,대구광역시 북구 연경동 19,35.98184812,128.6123307,2021-07-23
백년염불원,대구광역시 북구 고성동3가 30-7,35.88417476,128.5848951,2021-07-23
백련사,대구광역시 북구 구암동 554,35.92481122,128.559309,2021-07-23
범성사,대구광역시 북구 산격동 1183-43(산격1동),35.89793136,128.6007931,2021-07-23
법륜사,대구광역시 북구 사수동 457,35.90136789,128.5108987,2021-07-23
